Accession Number,X = Inventoried,Genus,Species,Country,Date,Collector,UUID,Verified
A48901,x,Dictyoneuropsis,reticulata,NA,1970 Sep 14,NA,AED376F8-A099-8E44-A2EB-C2C6BC7CEF4E,11/10/2019
A48865,x,Dictyoneuropsis,reticulata,NA,1970 Sep 13,NA,BB1CFD87-8DA6-7341-A8AD-AA8044401307,11/10/2019
A45429,x,Dictyoneuropsis,reticulata,NA,1971 Apr 22,NA,F3E5C2B6-DE7D-314F-9CA9-CAE426E514EF,11/10/2019
A42850,x,Dictyoneuropsis,reticulata,NA,1970 Apr 11,NA,3CA978CD-6E41-5D47-A4C7-62ADACC850CF,11/10/2019
A43849,x,Dictyoneuropsis,reticulata,NA,1970 Sep 13,NA,43AE90A3-FDDF-1B45-94CF-2B2575DF11E6,11/10/2019
A7289,x,Dictyopteris,acrostichoides,NA,1958 Nov 10,NA,F44A45D5-1BDC-3E40-88D4-928A4254045B,11/10/2019
A7301,x,Dictyopteris,australis,NA,1958 Nov 10,NA,600790BA-CCF6-8F4C-A9E7-D82FFB036B15,11/10/2019
A63211,x,Dictyopteris,australis,NA,1980 Feb 14,NA,CB115A78-A972-7A43-9F48-FCAF1A44560D,11/10/2019
A56410,x,Dictyopteris,australis,NA,1962 May 13,NA,01CA1196-4AFC-EE4F-B679-09CC6B53D545,11/10/2019
A5444,x,Dictyopteris,cokeri,NA,1934 Jan 27,NA,C0D8B2B4-3DC6-914E-8AA7-9F5F26E86CE7,11/10/2019
A43098,x,Dictyopteris,cokeri,NA,1968 Jul 16,NA,50F836D3-25A5-9A4E-99F2-BA7AF6A8E054,11/10/2019
A17361,x,Dictyopteris,delicatula,NA,1949 Aug 29,NA,60DDCC3E-9472-EC46-BC0E-887BD1042B1B,11/10/2019
A6032,x,Dictyopteris,delicatula,NA,1950 Dec 08,NA,D97ABB30-3959-B34A-8479-8B190BE27006,11/10/2019
A6034,x,Dictyopteris,delicatula,NA,1949 Jun 06,NA,558D4101-E60C-8544-88E0-12C5BC7A88F4,11/10/2019
A6043,x,Dictyopteris,delicatula,NA,1949 Apr 20,NA,7B8C498D-9110-994A-B210-37469796250E,11/10/2019
A45983,x,Dictyopteris,divaricata,NA,1971 Aug 09,NA,2A408AB2-A539-4844-ABAE-54F937F1B940,11/10/2019
A84675,x,Dictyopteris,divaricata,NA,2001 Jul 12,NA,C9B3AA27-1388-A44F-A37C-A289F51634D2,11/10/2019
A68326,x,Dictyota,acutiloba,NA,1985 Feb,NA,D1EE6087-7F2B-A849-B687-FB72AEC11899,11/10/2019
A1622,x,Dictyota,acutiloba,NA,1955 Oct 15,NA,C22DCB38-97F0-B54C-BE42-C2FB2B730E48,11/10/2019
A56421,x,Dictyota,acutiloba,NA,1955 Oct 15,NA,C33D0FEF-420B-B249-BC06-0ACC2AAEF8EC,11/10/2019
A56419,x,Dictyota,acutiloba,NA,1955 Oct 15,NA,30559C3E-BCE1-7041-AF00-C1233787255C,11/10/2019
A56414,x,Dictyota,acutiloba,NA,1962 Feb 05,NA,B1E9F1CC-084B-F743-8218-541D25F809FF,11/10/2019
A2896,x,Dictyota,acutiloba,NA,1900 May 30,NA,8BD57D99-5E75-D044-939A-A55ED5E84F52,11/10/2019
A86432,x,Dictyota,acutiloba,NA,1967 Jul 19,NA,5CE2F70C-E619-D743-97F1-19B044CC8337,11/10/2019
A86433,x,Dictyota,acutiloba,NA,1967 Jun 22,NA,427BA9CB-96CE-F74C-A9BB-A4EBF4F2BA5A,11/10/2019
A69187,x,Dictyota,alternifida,NA,1985 Oct 15,NA,CB393514-2C07-CD4B-803F-EBCE48DC25FC,11/10/2019
A17185,x,Dictyota,bartayresiana,NA,1957 Dec 03,NA,AD1B3152-7047-C74F-8D9E-7C4E80CF4D6E,11/10/2019
A2897,x,Dictyota,bartayresiana,NA,1900 May 22,NA,8BF0A53C-73E5-3F4E-82C9-63854575A921,11/10/2019
A43096,x,Dictyota,bartayresii,NA,1969 Mar 28,NA,AAE47CDA-FFC6-3C48-BE0B-2664D23CA53B,11/10/2019
A17371,x,Dictyota,bartayresii,NA,1951 Jan 05,NA,FBF453CD-5E28-CB45-9537-98BF749BB451,11/10/2019
A6039,x,Dictyota,bartayresii,NA,1951 Jan 05,NA,1B6458DF-6D12-C54E-B77B-D103127C6FAB,11/10/2019
A10402,x,Dictyota,binghamiae,NA,1983 Jan 30,NA,5403CF46-6F81-C940-B9A5-A4E6F1AB4872,11/10/2019
A60271,x,Dictyota,binghamiae,NA,1977 May 20,NA,ABC1D9EC-B1B0-B744-84D0-4008F59B3DC4,11/10/2019
A63968,x,Dictyota,binghamiae,NA,1979 Feb 18,NA,670A4B45-EB88-8346-8C8B-7CF0595D8B1D,11/10/2019
A63937,x,Dictyota,binghamiae,NA,1979 Mar 14,NA,D25E6EDC-70D2-4D4C-B824-24F9E724624F,11/10/2019
A63974,x,Dictyota,binghamiae,NA,1979 Aug 14,NA,C6D4249C-D1B3-8949-AFB9-243D5AFF7592,11/10/2019
A57954,x,Dictyota,binghamiae,NA,1978 May 28,NA,F23768E8-AB45-054C-AFB5-AA84C1A23302,11/10/2019
A54832,x,Dictyota,binghamiae,NA,1976 Jun 16,NA,50DE13F8-CD14-F74C-9FB7-AD3EF5E25920,11/10/2019
A42905,x,Dictyota,binghamiae,NA,1970 Apr 13,NA,AE92EEEA-150A-B844-845A-97DEE749FBDF,11/10/2019
A43402,x,Dictyota,binghamiae,NA,1969 Jul 17,NA,6209F976-ECB6-DF49-B241-AB073C3D9C45,11/10/2019
A38366,x,Dictyota,binghamiae,NA,1968 Sep 02,NA,12AEFA26-9DD4-2B45-B5EB-0EB860862FBB,11/10/2019
A38362,x,Dictyota,binghamiae,NA,1968 Aug 31,NA,2723E08D-E135-3D41-9F38-A01E1E528526,11/10/2019
A38133,x,Dictyota,binghamiae,NA,1968 Aug 30,NA,B8C7BF20-AFB0-B442-BB91-B2BD6E8D2792,11/10/2019
A37848,x,Dictyota,binghamiae,NA,1968 Aug 27,NA,84C54BAC-4C9C-D24E-91EF-C472963B2782,11/10/2019
A37548,x,Dictyota,binghamiae,NA,1968 Aug 24,NA,113A89B5-B077-794B-8AF0-C1C95D582C73,11/10/2019
A55230,x,Dictyota,binghamiae,NA,1976 Mar 30,NA,2DD17636-6D95-AD48-AE2D-9A29189C2E01,11/10/2019
A55241,x,Dictyota,binghamiae,NA,1976 Mar 30,NA,188BC787-3A80-7344-9FFC-8F2B5D19D7A5,11/10/2019
A55166,x,Dictyota,binghamiae,NA,1976 Mar 29,NA,96985F84-070F-1D44-994C-64FC3FF675A0,11/10/2019
A54633,x,Dictyota,binghamiae,NA,1976 Apr 01,NA,ED46B498-FD89-5749-BC80-964C111FF514,11/10/2019
A55331,x,Dictyota,binghamiae,NA,1976 Mar 30,NA,79461FEE-A74E-AA40-8839-566085A248BE,11/10/2019
A88432,x,Dictyota,binghamiae,NA,1970 Sep 14,NA,5ECE954F-7D7B-4244-B893-B15C66D34F89,11/10/2019
A42904,x,Dictyota,binghamiae,NA,1970 May 11,NA,919B15C5-5995-2C4E-B14A-A8F804F5021A,11/10/2019
A57100,x,Dictyota,binghamiae,NA,1976 Mar 31,NA,C6EDBD61-5778-F14E-BF5A-FA7C2535F1AB,11/10/2019
A57083,x,Dictyota,binghamiae,NA,1976 Mar 31,NA,0709DD78-BD69-1245-8910-F594A44885C5,11/10/2019
A53318,x,Dictyota,binghamiae,NA,1975 May 15,NA,CB708213-BC88-F947-ACEB-FB09F9FCE3E3,11/10/2019
A53316,x,Dictyota,binghamiae,NA,1975 May 15,NA,56B4BEF4-5A3E-2448-A4EC-AE13AA991A1D,11/10/2019
A52908,x,Dictyota,binghamiae,NA,1975 Apr 16,NA,A28E4590-1E1F-3743-B8A3-0F76062E1A73,11/10/2019
A54033,x,Dictyota,binghamiae,NA,1975 Jun 24,NA,ACB9D5DD-03C8-6B4B-BDE9-4AF9FD3E38A7,11/10/2019
A54443,x,Dictyota,binghamiae,NA,1975 May 15,NA,0A99FA2C-BC81-0149-B741-7CCE3A1FC8D7,11/10/2019
A54405,x,Dictyota,binghamiae,NA,1975 May 15,NA,1654FFB0-A555-1D4A-AF1B-632D0C7F926C,11/10/2019
A38134,x,Dictyota,binghamiae,NA,1968 Aug 30,NA,1CC90CB9-079D-5C41-A9D4-A61B456CDEB7,11/10/2019
A66045,x,Dictyota,binghamiae,NA,1982 Jul 15,NA,6120E727-2970-144A-83E5-3FFC755DDD59,11/10/2019
A67067,x,Dictyota,binghamiae,NA,11/7/1982,NA,9738FB3B-5BDA-4C48-B6C5-DE1DA27F3272,11/10/2019
A56534,x,Dictyota,binghamiae,NA,1976 Apr 01,NA,8982339A-7025-6F48-B599-8BBEAF986F75,11/10/2019
A56562,x,Dictyota,binghamiae,NA,1976 Mar 30,NA,8295F3DF-485B-4D4C-B2B6-CA1AC9475660,11/10/2019
A54607,x,Dictyota,binghamiae,NA,1976 Mar 27,NA,3E674E2C-BA1C-E24D-A387-14B03340233B,11/10/2019
A54756,x,Dictyota,binghamiae,NA,1976 Mar 27,NA,1C6D7992-BD1A-CD41-ADAA-85B911B2D692,11/10/2019
A54775,x,Dictyota,binghamiae,NA,1976 Mar 27,NA,4B4DB103-E10E-7547-8B4C-7FCF32F5A1BC,11/10/2019
A55390,x,Dictyota,binghamiae,NA,1976 Mar 31,NA,CF8ED41B-A2F5-E245-BC6F-40512634900F,11/10/2019
A64420,x,Dictyota,binghamiae,NA,1981 Jul 14,NA,AD376A62-342E-4A41-A83D-CF32C58069F3,11/10/2019
A90383,x,Dictyota,binghamiae,NA,2013 May 24,NA,5C4B41DE-19F7-F543-B2A0-F6F9930A1D9D,11/10/2019
A89753,x,Dictyota,binghamiae,NA,2013 May 22,NA,F968BB9C-B5E9-854E-B0A7-92EBFB28A1F2,11/10/2019
A56416,x,Dictyota,dichotoma,NA,1935 Sep 12,NA,5DE1F17E-EB19-D440-B4A8-13F985F78BF4,11/10/2019
A44394,x,Dictyota,dichotoma,NA,1970 Feb 10,NA,2172FF47-BA70-A446-84ED-EF09C7F5C527,11/10/2019
A52620,x,Dictyota,dichotoma,NA,1968 Jul 29,NA,D5E45389-E379-2746-90E5-2D943B34CFF4,11/10/2019
A53123,x,Dictyota,dichotoma,NA,1968 Jul 12,NA,F2DB32FC-C456-914A-89AA-B0099A91D43F,11/10/2019
A53076,x,Dictyota,dichotoma,NA,1968 Jul 12,NA,B79FE702-61B8-864F-A58E-0201FE875CA6,11/10/2019
A46365,x,Dictyota,dichotoma,NA,1938 Jan 16,NA,6BCD75C9-F1E6-2C47-8899-F5CA263810CD,11/10/2019
A20156,x,Cymathaere,triplicata,NA,1967 Jun 11,NA,911C5451-3DE2-0E4F-B4E9-BB50907A87DF,11/10/2019
A56403,x,Cystophyllum,hakodatense,NA,1947 May 04,NA,A5177D0A-CD9B-5B4B-9E69-28D00BC9BDB0,11/10/2019
A50306,x,Cystophyllum,hakodatense,NA,[unknown],NA,69F66243-14E8-254C-AFB2-34A2F80108A1,11/10/2019
A50312,x,Cystophyllum,hakodatense,NA,[unknown],NA,88921357-586B-5D42-AD69-F1AC839BFC65,11/10/2019
A13873,x,Cystophyllum,muricatum,NA,1949 Dec 28,NA,7522C4E3-AAD6-AC41-BAD6-43C3C9472374,11/10/2019
A2754,x,Cystophyllum,muricatum,NA,1957 Dec 13,NA,DEEAD6C0-8881-3E45-AC09-ED596517FF9A,11/10/2019
A50311,x,Cystophyllum,sisimbrioides,NA,1960 May 25,NA,44536726-AA1A-F14A-8C04-7BC0476BBA66,11/10/2019
A50309,x,Cystophyllum,sisimbrioides,NA,1960 May 25,NA,69351ECA-E7C9-9643-B505-70A42B6CB335,11/10/2019
A50308,x,Cystophyllum,sisimbrioides,NA,1960 May 25,NA,1F87A82C-54F2-E949-BC4F-51523A000ACA,11/10/2019
A50307,x,Cystophyllum,sisimbrioides,NA,1960 May 25,NA,52BF71B4-7500-E442-BE15-43B3CE587717,11/10/2019
A50310,x,Cystophyllum,sisimbrioides,NA,1958 Apr 04,NA,2AD2A4DF-B038-8E45-8F1F-633EEDF6CA8E,11/10/2019
A7272,x,Cystophyllum,sisimbrioides,NA,1953 Mar 28,NA,94EE3F01-CF98-494F-AED6-E561404B6B24,11/10/2019
A7273,x,Cystophyllum,sisimbrioides,NA,1953 Mar 28,NA,BBAE78FE-04E8-1542-8E9A-ADC6B5425BDC,11/10/2019
A59444,x,Cystophyllum,sp.,NA,1934 Oct 10,NA,5CBE3CC9-2C40-5A4F-AC65-3703E2F573B3,11/10/2019
A59443,x,Cystophyllum,sp.,NA,1934 Oct 10,NA,67C0FBC0-D2AE-4541-935B-D7FB5C6F3255,11/10/2019
A43362,x,Cystophyllum,sp.,NA,1970 Feb 05,NA,F7818D9C-B79B-544A-8435-29F7CAE225BF,11/10/2019
A88440,x,Cystophyllum,sp.,NA,1970 Feb 05,NA,B6F59048-4992-B047-86B6-584C56AA0452,11/10/2019
A16127,x,Cystophyllum,sp.,NA,1961 Sep 24,NA,3398FC56-75C5-5446-A2A0-2C93E0F4BA66,11/10/2019
A12960,x,Cystoseira,geminata,NA,1960 Jul 11,NA,FED5167D-C040-774D-B1F2-AD287D30BA88,11/10/2019
A28995,x,Cystoseira,geminata,NA,1967 May 12,NA,F4F2EADC-F78E-B74F-BB9A-BB358C2D6685,11/10/2019
A33449,x,Cystoseira,geminata,NA,1968 May 26,NA,56698C24-F7DA-A74F-B8C8-ACC40E622836,11/10/2019
A33697,x,Cystoseira,geminata,NA,1968 Jun 10,NA,219A8797-B302-4D41-89EA-BBD84F22014B,11/10/2019
A32776,x,Cystoseira,geminata,NA,1968 Apr 15,NA,3BFF877C-DCFF-CE45-8F74-278204EE09F6,11/10/2019
A32670,x,Cystoseira,geminata,NA,1968 Mar 22,NA,DDB561D6-F0BC-524E-9BBB-D92844612879,11/10/2019
A45510,x,Cystoseira,geminata,NA,1971 May 12,NA,A7D80361-B7AE-7847-856B-0471B3A56FB8,11/10/2019
A49221,x,Cystoseira,geminata,NA,1973 Apr 07,NA,E31F2FFE-FA6F-BF43-8D79-DE050FE01678,11/10/2019
A63399,x,Cystoseira,geminata,NA,[unknown],NA,B06A1618-15DA-7740-A606-ABCFEAD96609,11/10/2019
A39353,x,Cystoseira,geminata,NA,1897 May 27,NA,AF85579E-5E30-8441-BAEF-5FFE5D3149CB,11/10/2019
A60129,x,Cystoseira,geminata,NA,1897 Mar 27,NA,E43018C6-8E00-4A4F-9B0E-ED7060289468,11/10/2019
A18763,x,Cystoseira,geminata,NA,1962 Jun 04,NA,DBDF6B87-0ACC-2845-B80A-DEBD3DB7C2B9,11/10/2019
A2372,x,Cystoseira,geminata,NA,1955 Aug 13,NA,EB1E9F9B-88C4-234D-9374-82EEB8EAFC80,11/10/2019
A2330,x,Cystoseira,geminata,NA,1955 Aug 13,NA,BEEBF002-E18A-E743-B616-78714A47F3A5,11/10/2019
A46939,x,Cystoseira,geminata,NA,1972 May 16,NA,D82D0BCF-DB3B-E849-A6A2-77C43E21B0D4,11/10/2019
A5588,x,Cystoseira,geminata,NA,1955 Jun 21,NA,BD31A9B2-A1C1-0242-A0A5-13484AE5E2BB,11/10/2019
A5546,x,Cystoseira,geminata,NA,1955 Jun 21,NA,367B9A77-4854-BE43-BC94-E2A768ABC70B,11/10/2019
A5560,x,Cystoseira,geminata,NA,1955 Jun 21,NA,2FA8870E-29C1-E24F-8E3C-99E69B84F951,11/10/2019
A8500,x,Cystoseira,geminata,NA,1955 Jul 18,NA,58A2FC12-A54F-FA4E-8F8D-B9AA7A08FC5D,11/10/2019
A86696,x,Cystoseira,geminata,NA,2007 Apr 20,NA,0CC2A886-21ED-4542-B7B4-645002D7180D,11/10/2019
A63398,x,Cystoseira,geminata,NA,1911,NA,32BA31CC-90CD-B54E-B1EE-9D170D9756DC,11/10/2019
A2699,x,Cystoseira,geminata,NA,1953 Jul 29,NA,436AEA37-E246-6645-9BBC-2F2A023250DB,11/10/2019
A2700,x,Cystoseira,geminata,NA,1953 Jul 29,NA,A0B7DB82-8DB8-8741-BD88-9E93C4D1EF1A,11/10/2019
A67303,x,Desmarestia,aculeata,NA,1981 Aug 23,NA,DC66595D-13BC-2540-92BA-04792F09F79E,11/10/2019
A60547,x,Desmarestia,aculeata,NA,1979 Apr 11,NA,4E19DF77-49F0-9743-A53A-5CEA4010B16F,11/10/2019
A50546,x,Desmarestia,aculeata,NA,1979 Apr 11,NA,F28845BE-7B21-DF49-AF5D-09235B2ACC0B,11/10/2019
A60545,x,Desmarestia,aculeata,NA,1979 Apr 11,NA,A1446547-5263-3B45-B4DA-082456410905,11/10/2019
A60562,x,Desmarestia,aculeata,NA,1979 Apr 11,NA,ADDD9737-68FC-5842-B89D-B7E54501E104,11/10/2019
A26113,x,Desmarestia,aculeata,NA,1966 Jul 11,NA,B0B54421-9C4B-654F-9B07-CD59EC3578A8,11/10/2019
A22042,x,Desmarestia,aculeata,NA,1965 Jun 28,NA,CFAF27DB-16D0-3C4F-A626-65FE1C7AC927,11/10/2019
A20922,x,Desmarestia,aculeata,NA,1965 Jun 25,NA,6DF05821-D65F-BE4F-B1F9-31800B74644E,11/10/2019
A20923,x,Desmarestia,aculeata,NA,1965 Jun 25,NA,A036C6A7-E5A2-F24A-BE1C-459328F2FA16,11/10/2019
A20925,x,Desmarestia,aculeata,NA,1965 Jun 25,NA,ED6C1A6F-8064-4648-B362-A7A618DCAB02,11/10/2019
A20924,x,Desmarestia,aculeata,NA,1965 Jun 25,NA,DF5984C4-0D35-074F-AD49-FCFFA503E041,11/10/2019
A21676,x,Desmarestia,aculeata,NA,1965 Jun 18,NA,B986F53E-910C-394C-943D-95BD78834DE7,11/10/2019
A20751,x,Desmarestia,aculeata,NA,1965 Jun 18,NA,4B3C73EB-7C58-F248-A6AF-89DE8624EF59,11/10/2019
A20872,x,Desmarestia,aculeata,NA,1965 Jun 18,NA,9C7038C4-644A-B749-BE5F-C8B57397DF50,11/10/2019
A26675,x,Desmarestia,aculeata,NA,1966 Jul 16,NA,A70D0295-D115-664E-A86F-5DCB7A847698,11/10/2019
A26674,x,Desmarestia,aculeata,NA,1966 Jul 15,NA,B3A3F3F9-6C42-D244-94B4-375DD82DBD51,11/10/2019
A25747,x,Desmarestia,aculeata,NA,1966 Jul 07,NA,0F0867D1-1C4F-DC44-9CA1-8511A80B0595,11/10/2019
A25746,x,Desmarestia,aculeata,NA,1966 Jul 06,NA,2A01AED0-278C-FF42-BCBF-F1265122F47F,11/10/2019
A25743,x,Desmarestia,aculeata,NA,1966 Jul 03,NA,49227AF2-65B9-D542-82E3-D16C0361993B,11/10/2019
A44205,x,Desmarestia,aculeata,NA,1971 Jan 14,NA,04BB9BD7-7BF5-2944-86D1-99050B7ABC2A,11/10/2019
A21233,x,Desmarestia,aculeata,NA,1965 Jun 30,NA,AB440BCB-5219-294E-AED4-08639736266D,11/10/2019
A23565,x,Desmarestia,aculeata,NA,1965 Jun 30,NA,ED813C9F-6515-7D40-9EF5-E237A5BB3007,11/10/2019
A23564,x,Desmarestia,aculeata,NA,1965 Jun 30,NA,E66C6947-AED9-D445-99B8-45EABB33A567,11/10/2019
A23162,x,Desmarestia,aculeata,NA,1965 Jun 29,NA,FB1699F9-BDA8-3E4B-827D-A5A549E79F8C,11/10/2019
A21401,x,Desmarestia,aculeata,NA,1965 Jun 12,NA,0B6622C8-432B-754D-8FFD-85D6B0A3F3B4,11/10/2019
A9627,x,Desmarestia,aculeata,NA,1960 Jun 15,NA,C61F82BA-3B87-E343-AEE7-A05448664646,11/10/2019
A9625,x,Desmarestia,aculeata,NA,1960 Jun 15,NA,D01AA49C-08C1-264C-B866-FE502D9966E1,11/10/2019
A9544,x,Desmarestia,aculeata,NA,1960 Jun 15,NA,CEB70303-9E79-8544-A89B-935E31F4F9B9,11/10/2019
A9543,x,Desmarestia,aculeata,NA,1960 Jun 15,NA,2688CA8A-2084-3846-9A87-191B1CAE4DAC,11/10/2019
A8051,x,Desmarestia,aculeata,NA,1960 Jun 10,NA,A66DCDB6-AB8F-1247-93A4-746BED36E065,11/10/2019
A8056,x,Desmarestia,aculeata,NA,1960 Jun 10,NA,3F08DB3A-05DC-E540-A846-5D6FC53F0A92,11/10/2019
A9431,x,Desmarestia,aculeata,NA,1960 Jul 02,NA,4638ED16-3EE1-F543-B8EF-82E387FBBCF7,11/10/2019
A9679,x,Desmarestia,aculeata,NA,1960 Jul 02,NA,BB04DBE9-A2D6-CF46-BBBF-5728111269B7,11/10/2019
A65983,x,Desmarestia,aculeata,NA,1977 Sep 13,NA,63906DBD-2391-3149-AA4D-DE7494F7F766,11/10/2019
A82037,x,Desmarestia,aculeata,NA,7/10/1987,NA,F79AB5C9-1588-A649-AE91-D6E63A554060,11/10/2019
A80708,x,Desmarestia,aculeata,NA,1989 Jul 16,NA,6CE29579-4929-2242-8D69-784B7D255EF0,11/10/2019
A39569,x,Desmarestia,viridis,NA,1969 Mar 19,NA,D4106970-7955-324B-B24E-C6D80A923BE1,11/10/2019
A70242,x,Desmarestia,viridis,NA,1984 Apr 12,NA,612898A0-0AE2-3542-896F-C5B44E97B532,11/10/2019
A34793,x,Desmarestia,viridis,NA,1968 Jul 11,NA,3E241367-20E4-2245-AC7C-782DA17C31BF,11/10/2019
A34120,x,Desmarestia,viridis,NA,1968 Jun 12,NA,96BF5655-BDC2-9E42-860A-39AD5B4485EB,11/10/2019
A33559,x,Desmarestia,viridis,NA,1968 May 28,NA,5898F52C-F841-7043-9EE1-0C7607018506,11/10/2019
A57471,x,Desmarestia,viridis,NA,1977 Apr 13,NA,4D4B7670-CDB4-D941-8640-CCE062DA7D6E,11/10/2019
A33679,x,Desmarestia,viridis,NA,1968 May 28,NA,D1BC3769-4838-0D43-AF49-64016D376BF5,11/10/2019
A33266,x,Desmarestia,viridis,NA,1968 May 15,NA,6C2EC3A6-84B5-8347-9F30-B89E576D4CC8,11/10/2019
A63664,x,Desmarestia,viridis,NA,1913,NA,B3051950-71CB-AE41-A440-6FFC5D8E7EEC,11/10/2019
A63663,x,Desmarestia,viridis,NA,[unknown],NA,ECCDA838-FEE0-B140-8049-4C2FB6C0DE7C,11/10/2019
A63662,x,Desmarestia,viridis,NA,[unknown],NA,C42C179E-F7CC-0743-8714-D96D37A5706E,11/10/2019
A63665,x,Desmarestia,viridis,NA,1897 Mar 27,NA,9BC5EDD9-D069-4F4A-BF13-D0F465B1D9CB,11/10/2019
A32416,x,Desmarestia,viridis,NA,1968 Apr 16,NA,49F3DDBA-1C33-A74C-8F87-211C162D199A,11/10/2019
A33118,x,Desmarestia,viridis,NA,1968 May 13,NA,93B7D293-8911-C341-B05F-EF3C797B8A0D,11/10/2019
A45514,x,Desmarestia,viridis,NA,1971 May 12,NA,487D117F-9E70-004A-A0D2-962AD14D5F5C,11/10/2019
A45515,x,Desmarestia,viridis,NA,1971 May 12,NA,C7B616BB-38EC-8A4B-AA9D-2B6A90A1C6CB,11/10/2019
A54700,x,Desmarestia,viridis,NA,1976 Mar 26,NA,D4EBCEE3-1DFE-5546-AC77-BA8B4340D725,11/10/2019
A55082,x,Desmarestia,viridis,NA,1976 Mar 24,NA,52EEA070-D7C4-AE48-A3AC-24013F2A2310,11/10/2019
A54541,x,Desmarestia,viridis,NA,1976 Mar 25,NA,D6C3C099-721D-DD46-940C-D1276B2FA0F7,11/10/2019
A55106,x,Desmarestia,viridis,NA,1976 Mar 25,NA,F979E5DB-CC2D-D743-BFA9-47F0A6F005FC,11/10/2019
A63692,x,Desmarestia,viridis,NA,1981 May 20,NA,09D852E7-C25D-FA4A-BCB2-61EE6C7F15ED,11/10/2019
A63705,x,Desmarestia,viridis,NA,1981 May 29,NA,BC3C69E3-EE7D-2F40-B952-60B120F3751F,11/10/2019
A41789,x,Desmarestia,viridis,NA,1969 Jul 23,NA,C4A6F83D-9B23-A841-9976-96091FE79BAE,11/10/2019
A41836,x,Desmarestia,viridis,NA,1969 Jul 19,NA,56830018-8FE8-794D-923B-1BE172FEFA3C,11/10/2019
A41835,x,Desmarestia,viridis,NA,1969 Jul 19,NA,012E2DDC-052D-6947-996B-3BA232A141F7,11/10/2019
A41582,x,Desmarestia,viridis,NA,1969 Jul 12,NA,EEC034AF-20EF-9F4E-AECC-7E5DA94B0568,11/10/2019
A41071,x,Desmarestia,viridis,NA,1969 Jul 11,NA,0C8E35FA-92EC-4E4D-8E83-52B4BC749839,11/10/2019
A41131,x,Desmarestia,viridis,NA,1969 Jul,NA,8A8CA18D-B7E0-CD4A-885C-70031C932503,11/10/2019
A41407,x,Desmarestia,viridis,NA,1969 Jul 05,NA,AC3409E4-133D-8141-BCF4-C989DD28639D,11/10/2019
A41450,x,Desmarestia,viridis,NA,1969 Jul 04,NA,C3C942C2-990A-1E4B-9B92-34F6404143D9,11/10/2019
A41396,x,Desmarestia,viridis,NA,1969 Jun 26,NA,E4AD9F3B-E796-8149-8D09-FE2084911BE8,11/10/2019
A41394,x,Desmarestia,viridis,NA,1969 Jun 26,NA,024C1F92-7908-D142-A02A-315DCDA74270,11/10/2019
A41395,x,Desmarestia,viridis,NA,1969 Jun 26,NA,3B6B99B8-44FB-1847-8F5F-2339592BC85E,11/10/2019
A40526,x,Desmarestia,viridis,NA,1969 Jun 21,NA,8ED56135-C43D-5943-8013-899F139028B6,11/10/2019
A40913,x,Desmarestia,viridis,NA,1969 Jun 20,NA,EB13FB20-5CE2-2B4D-93AF-99D0A1990EBD,11/10/2019
A40715,x,Desmarestia,viridis,NA,1969 Jun 14,NA,E5E05897-01AB-9049-9B29-829816A3D3D2,11/10/2019
A40775,x,Desmarestia,viridis,NA,1969 Jun 12,NA,AEE240E7-8AEC-D044-9EF9-0A3886E1B4A6,11/10/2019
A40572,x,Desmarestia,viridis,NA,1969 Jun 05,NA,3DEA6B91-2CEC-7140-9EB5-761FC1281111,11/10/2019
A40573,x,Desmarestia,viridis,NA,1969 Jun 05,NA,C2FB7825-C26C-0C48-BF60-447AA6B10B27,11/10/2019
A36305,x,Desmarestia,viridis,NA,1968 Aug 13,NA,EEAC21CD-41DA-5743-BCD3-59A8197D9790,11/10/2019
A36756,x,Desmarestia,viridis,NA,1968 Aug 13,NA,5A570D9E-D7A6-514E-AA1A-BF11BD17AC80,11/10/2019
A36513,x,Desmarestia,viridis,NA,1968 Aug 11,NA,75D96D5D-7105-124D-B8C8-8D4F8419D1D7,11/10/2019
A35535,x,Desmarestia,viridis,NA,1968 Aug 09,NA,80875114-B97A-5045-93C4-6DE02E3886BC,11/10/2019
A16321,x,Desmarestia,viridis,NA,1963 Jun 26,NA,3754BF01-18C6-C340-8A5A-6A215EF895F0,11/10/2019
A11367,x,Desmarestia,viridis,NA,1959 May 22,NA,A3D3D4B7-90BC-1248-B26E-2893A7529C23,11/10/2019
A65982,x,Desmarestia,viridis,NA,1982 Mar 15,NA,ECEBF9A9-118A-CE4E-9EB3-FFECE88EAA6E,11/10/2019
A66003,x,Desmarestia,viridis,NA,1982 Mar 10,NA,DDBC234F-77B4-4249-9414-1EEC635059AF,11/10/2019
A66532,x,Desmarestia,viridis,NA,1982 Apr 22,NA,5AAB6018-C81C-1548-B6A6-F5B6A2320386,11/10/2019
A66512,x,Desmarestia,viridis,NA,1982 Apr 23,NA,2798EB58-759D-8D47-946F-F4CD52434EBF,11/10/2019
A66404,x,Desmarestia,viridis,NA,1982 Mar 31,NA,0F6D4048-C6BA-8B4F-9289-D1AA7F568FB8,11/10/2019
A66888,x,Desmarestia,viridis,NA,1982 Apr 26,NA,495E163C-5203-BA43-9738-334F1068B4CB,11/10/2019
A56366,x,Desmarestia,viridis,NA,1976 Mar 27,NA,795D197D-EB45-3D4B-B10C-258A83C6C614,11/10/2019
