Herbarium BioBlitz,SCIE 001,,,,,,
10-Sep-19,,,,,,,
Student Name,Payton Mackwood,,,,,,
Student Name,Mickey Ordog,,,,,,
12-Sep-19,,,,,,,
Student Name,,,,,,,
Student Name,,,,,,,
13-Sep-19,,,,,,,
Student Name,,,,,,,
Student Name,,,,,,,
,,,,,,,
Accession Number,X = Inventoried,Genus,Species,Country,Date,Collector,UUID
A86534,,Colpomenia,peregrina,United States,2005 Jun 20,Sandra C. Lindstrom,86A63575-3691-3744-AA47-FB2337177C43
A86820,,Colpomenia,peregrina,United States,2005 May 25,S. M. Saupe,4566F825-DDF3-5A44-9E43-AF0E3BF9BD31
A87231,,Colpomenia,peregrina,United States,2006 Jun 13,Roly Russell,24CCE811-6EC9-DB49-905B-4D0EF5AE6213
A87904,,Colpomenia,peregrina,Canada,2009 May 26,Sandra C. Lindstrom,ADE4F1EF-942D-7F40-BCD5-2BCDB8153A40
A88346,,Colpomenia,peregrina,United States,2005 Aug 17,L. M. Ridgway,DCF6F3B3-AEF2-7A45-8728-95F835DECEBE
A88374,,Colpomenia,peregrina,Canada,2009 May 28,Sandra C. Lindstrom,943D2B7C-11C6-C64D-B27F-B1D058048435
A88427,,Colpomenia,peregrina,United States,2004 Aug 28,Sandra C. Lindstrom,1B7C18F2-48DF-DF42-B354-8836A4B82DF8
A89212,,Colpomenia,peregrina,United States,2008 Aug 06,Sandra C. Lindstrom,BAD48947-EE32-E94C-9D2C-07EF6EC3B348
A89366,,Colpomenia,peregrina,Japan,2000 Apr 21,T. Kitayama,2BB43119-C45B-3448-9854-56B4CB4830E8
A55381,,Colpomenia,peregrina,Canada,1976 Mar 31,C. Tanner,9500B21C-29AD-464A-A3A3-A25607C9925A
A54597,,Colpomenia,peregrina,Canada,1976 Mar 27,C. Tanner,089D9CAF-DCFF-E743-98BA-B2E0C597B1E2
A63815,,Colpomenia,peregrina,Canada,1977 Jul 09,Anne Stewart,2C0A574C-DB10-F04A-85E4-6951711CD417
A64414,,Colpomenia,peregrina,Canada,1981 Jul 14,David J. Garbary,62EAD905-E7AD-684A-B7B4-82A722724E28
A64440,,Colpomenia,peregrina,Canada,1981 Jul 14,David J. Garbary,D1142DCB-E4CD-2849-B647-2AB105CA3E3A
A64468,,Colpomenia,peregrina,Canada,1981 Jul 15,David J. Garbary,666C179A-7B87-FE43-951B-A1A42FFB3824
A64608,,Colpomenia,peregrina,Canada,1981 Jul 19,David J. Garbary,19C1B5BB-6F27-634E-86F2-342DE5305C6F
A3366,,Colpomenia,peregrina,Canada,1982 Apr 25,David J. Garbary,92313E56-0DF4-524C-A314-24C5A491992A
A21634,,Colpomenia,peregrina,Canada,1982 Apr 25,David J. Garbary,B37D4410-27F7-2B41-A35D-F3EEBC8BA2B6
A90487,,Colpomenia,peregrina,Canada,2012 Jul 06,Sandra C. Lindstrom,4F045D5A-5C96-1E48-AF24-CA2228D52E5A
A89748,,Colpomenia,peregrina,Canada,2013 May 22,Katharine R. Hind,13BA0A07-02B5-4F4A-8609-6B6B7534C046
A91154,,Colpomenia,peregrina,United States,2000 Jul 01,Sandra C. Lindstrom,9E4008D1-989E-A947-BA96-061141A5E556
A80666,,Colpomenia,peregrina,United States,1989 Jul 24,Sandra C. Lindstrom,A2ACE98D-9553-3544-B0DD-075212BE0F8D
A80577,,Colpomenia,peregrina,United States,1989 Aug 01,Sandra C. Lindstrom,ED6F2451-1F41-4742-8EFA-C2C530B86587
A92694,,Colpomenia,peregrina,United States,2016 May 26,Sandra C. Lindstrom,19613C71-F00D-CA42-AF8F-39E5372C553F
A92829,,Colpomenia,peregrina,Canada,2016 Jun 08,Sandra C. Lindstrom,E301311C-7B39-2F42-A082-6154183967AE
A5378,,Colpomenia,ramosa,Costa Rica,1939 Mar 24-25,Wm. R. Taylor,BFD11C96-7334-8B4F-B7F3-2CE8306F7EDD
A5398,,Colpomenia,ramosa,Mexico,1934 Mar 10,Wm. R. Taylor,9735E605-F059-414E-9DBE-9DCA05C72DEF
A56345,,Colpomenia,ramosa,Mexico,1947 Feb 03,E. Y. Dawson,66D514AA-D208-634C-B2F7-6F8228226017
A5388,,Colpomenia,ramosa,Costa Rica,1939 Mar 24-25,Wm. R. Taylor,C6805C3A-E38F-AE45-8DAC-766A66FC7F8E
A87643,,Colpomenia,sinosa,New Zealand,2006 Feb 15,Mitsuo Kajimura,0B637D37-E79C-DE4E-9B7E-43B7D7EEBF01
A67379,,Colpomenia,sinuosa,Japan,1982 May 19,Michael W. Hawkes,E331385E-7CEC-BE4E-B463-65035CC29FF7
A28669,,Colpomenia,sinuosa,Tunisia,1974 May 18,Delashaw,8DA217DE-1CFA-6F40-8691-2C1866473650
A30969,,Colpomenia,sinuosa,Fiji,1982 Feb 21,S. Villeneuve,B87755CA-F4CB-F441-879A-5A417E7D7E19
A30715,,Colpomenia,sinuosa,Fiji,1982 Feb 15,S. Villeneuve,02602C8B-06AF-494E-B079-0BF2B60D3DB5
A22755,,Colpomenia,sinuosa,Fiji,1982 Feb 16,S. Villeneuve,1FB93371-DB6A-0943-A3EE-2B5670BAA3FD
A24798,,Colpomenia,sinuosa,Fiji,1980 Jul 25,Robert F. Scagel,7B52FEA8-40D8-D54B-97BD-AC886F980470
A24796,,Colpomenia,sinuosa,Fiji,1980 Jul 24,Robert F. Scagel,122A3585-1742-024D-AAB2-C7506F22BA00
A68257,,Colpomenia,sinuosa,South Korea,1979 Apr 17,Sandra C. Lindstrom,FD744E8A-C766-F740-B0BB-EE0E4C992AD5
A68329,,Colpomenia,sinuosa,United States,1985 Feb,J. R. Stein,A0448D97-61D9-1246-ABC2-62E7121EDBE4
A68382,,Colpomenia,sinuosa,Japan,1985 May 06,J. Tanaka,AC23F074-C58F-CC44-8EEC-96F5D50B91A9
A69194,,Colpomenia,sinuosa,Australia,1980 Nov 09,H.B.S. Womersley,936D18C6-F2C7-3145-8586-8BD171A56764
A65012,,Colpomenia,sinuosa,New Zealand,1980 Jul 14,Robert F. Scagel,EB90DAA5-CD81-7440-9ED8-772EA511D329
A82744,,Colpomenia,sinuosa,Japan,1988 Apr 17,S. Enomoto,3C50B7A0-CA3A-B34F-AF86-E75B839E0139
A84566,,Colpomenia,sinuosa,Japan,1979 Aug 02,Mitsuo Kajimura,153CE77D-7097-0241-84B1-ACEF209E0A6C
A86429,,Colpomenia,sinuosa,United States,1967 Jul 01,Robert E. DeWreede,AD3D68A1-A13C-704C-9657-EA8586309E4C
A88397,,Colpomenia,sinuosa,Australia,2008 Dec 07,Sandra C. Lindstrom,546CC8A4-ADBD-BC4A-8AA7-2FC90B444A92
A59577,,Colpomenia,sp.,New Zealand,1935 Jan 15,L. M.,D45B9EA1-58DD-B444-A26F-F0C3804CC135
A57819,,Colpomenia,sp.,Seychelles,1974 Feb 23,anonymous,343B22DD-04FA-8649-8085-53603BD80F2B
A2906,,Colpomenia,tuberculata,United States,1900 May 18,Josephine E. Tilden,5ECA7F96-808E-B742-85E0-A27956A7C464
A90399,,Compsonema,serpens,Canada,2013 May 24,Sandra C. Lindstrom,DF22CA15-B4B2-4A4B-8E6D-A3E96A8FAA86
A47712,,Compsonema,sessile,Canada,1969 Jun 12,P. Harrison,352EDCDC-7043-DC43-8E94-5C65847C482A
A39089,,Compsonema,sp.,Canada,1968 Nov 03,Danny R. Pace,CB06BCC8-77CD-794D-A6C1-B3FDDD0283AC
A38118,,Compsonema,sp.,Canada,1968 Aug 25,Jim W. Markham,9B749D21-3E19-214D-B668-FEF2D5699487
A37837,,Compsonema,sp.,Canada,1968 Aug 25,Jim W. Markham,1C5A1368-6C95-F44C-8D52-91456C1E3CC5
A37539,,Compsonema,sp.,Canada,1968 Aug 24,Jim W. Markham,C8FC2219-DFF1-9648-9247-25174622DAE6
A37838,,Compsonema,sp.,Canada,1968 Aug 28,Jim W. Markham,47AAB041-115B-6748-A26D-AFB79E403D7D
A38119,,Compsonema,sp.,Canada,1968 Aug 30,Jim W. Markham,C13186AB-C649-5B4E-B252-ABC345496D70
A39088,,Compsonema,sp.,Canada,1968 Sep 03,Jim W. Markham,02C33596-4168-1D40-9603-2E10AEF61832
A52374,,Compsonema,sporangiiferum,Canada,1975 Feb 26,Ian Price,6A5C5725-B321-D14C-9E1C-7CFD4A4E5EAA
A63208,,Corynophlaea,cystophorae,Australia,1976 Jan 05,H.B.S. Womersley,98077ACE-9EB0-1D4A-989B-5C84B6E7817A
A46354,,Corynophlaea,cystophorae,New Zealand,1944 Dec 02,Victor W. Lindauer,C1A6570B-F088-E642-8146-F4DB2456F1E6
A63209,,Corynophlaea,cystophorae,Australia,1977 Nov 11,S. Skinner,A8A41D56-85C8-D84E-B1EF-121BED81E1F4
A4569,,Costaria,costata,United States,1968 May 29,Louis D. Druehl,7C732FB6-A418-E444-8C2E-F0C3865FFEDE
A27406,,Costaria,costata,United States,1966 Jul 22,Ken Baillie,EE3B592F-8516-4148-B5E9-495A68A18EBF
A42895,,Costaria,costata,Canada,1970 Apr 10,A. R. O. Chapman,987179ED-A71A-4947-8D32-49A067B37C30
A45795,,Costaria,costata,Canada,1971 Jun,Louis D. Druehl,A3E7E1EA-E867-9247-9689-26051A5BEE6C
A28181,,Costaria,costata,Canada,1966 Nov 12,Gordon Robin South,31D154EE-1C5E-AB40-9E21-C1C37B155956
A28474,,Costaria,costata,Canada,1967 Mar 28,Gordon Robin South,9DE78D16-6324-6743-86C8-0BB255E5819E
A28475,,Costaria,costata,Canada,1967 Mar 28,Gordon Robin South,C7DB1ACE-2483-1B43-9891-4CB54CA4C5C7
A28738,,Costaria,costata,Canada,1967 Apr 28,Gordon Robin South,CAC63A7B-D668-F645-A42B-FAEEC07435F4
A22194,,Costaria,costata,Canada,1965 Jul 06,J. Green,FB9487AF-D430-604A-AB0E-F7B181A308B2
A22193,,Costaria,costata,Canada,1965 Jul 06,J. Green,9CB7B0D1-1C91-0E4C-8089-779A3C5E0DE9
A40029,,Costaria,costata,Canada,1969 May 18,Ken Baillie,C7A584F8-D187-A140-8A65-BF43A860DFB7
A40031,,Costaria,costata,Canada,1969 May 18,Ken Baillie,DB96E45F-BFFB-6B40-BC82-2EC5803DE3FE
A5137,,Costaria,costata,Canada,1953 Apr 15,R. E. H.,16CF2BDA-CABB-F04E-8567-6B7D6B638A7D
A18704,,Costaria,costata,Canada,1963 Feb 22,Robert K.S. Lee,72A562ED-9C87-3D45-9D9D-737E52FE882B
A10952,,Costaria,costata,Canada,1959 May 31,Tom B. Widdowson,EDC04CE0-5AB9-094A-AB53-47C7FB1497DD
A7361,,Costaria,costata,Canada,1959 Jul 09,Tom B. Widdowson,D05739DB-481D-784A-8069-738C19704D01
A15815,,Costaria,costata,Canada,1962 Jul 01,Louis D. Druehl,9D99313B-D5CC-F446-A611-F34012E24796
A17215,,Costaria,costata,Canada,1962 Jun 30,Tom B. Widdowson,5B0A4E62-67C5-1548-9585-CE7D2FEC2AA1
A15336,,Costaria,costata,Canada,1962 Jun 30,Tom B. Widdowson,B19975D7-2498-574F-B8EC-A0B1056DA21A
A17216,,Costaria,costata,Canada,1962 Jun 30,Tom B. Widdowson,1F83A4D1-4756-124C-BC09-1ACE7D489F3E
A15335,,Costaria,costata,Canada,1962 Jun 30,Tom B. Widdowson,CE34D099-1AAC-A140-B0D8-EF67737E39CD
A15225,,Costaria,costata,Canada,1962 Jul 02,Louis D. Druehl,83EE1B03-885B-3F40-B7A2-C16DF6932084
A15984,,Costaria,costata,Canada,1962 Jul 02,Louis D. Druehl,9DC92486-0CE4-1B42-80C8-6B6CA31BC80E
A15562,,Costaria,costata,Canada,1962 Jul 03,Tom B. Widdowson,3D3A3BD6-DE67-3E4C-9FC6-D7971839B213
A15563,,Costaria,costata,Canada,1962 Jul 03,Tom B. Widdowson,AA52BC28-79DB-D04E-9298-5BA725434A42
A16664,,Costaria,costata,Canada,1963 Jun 22,E. Menez,51D0F6EB-AA91-964A-A6DC-6FA402B01EDD
A16708,,Costaria,costata,Canada,1963 Jun 22,E. Menez,5576544D-00DB-9E4F-8F52-0A7CD5929001
A16707,,Costaria,costata,Canada,1963 Jun 22,E. Menez,1CBDBB19-442F-DD4D-A8FE-0CF63EF53471
A18228,,Costaria,costata,Canada,1964 Jun 08,Robert K.S. Lee,E40A1D1C-E4B1-3247-95D6-52134C41DAAE
A17906,,Costaria,costata,Canada,1964 Jun 09,Arthur C. Mathieson,06BBA90C-FCCC-944A-8493-20FF9843204D
A19708,,Costaria,costata,Canada,1964 Oct 06,Robert K.S. Lee,A0D7645C-120B-1C44-A826-1F0AAAFD34CF
A19432,,Costaria,costata,Canada,1964 Jul 09,Robert K.S. Lee,E7DF814B-D148-7E46-8A02-EF5F738DD706
A19431,,Costaria,costata,Canada,1964 Jul 09,Robert K.S. Lee,36839EDC-A3F1-034B-8ECC-32D5772D2788
A21338,,Costaria,costata,Canada,1965 Jul 04,Arthur C. Mathieson,7CBBC66B-12D2-2544-8680-8CE0F8B888F5
A23146,,Costaria,costata,Canada,1965 Jul 04,Jim W. Markham,954C5885-C610-2E4A-BC3E-DB878ECD25BF
A22295,,Costaria,costata,Canada,1965 Jul 04,Jim W. Markham,C700D04D-619B-A345-86A5-11B4BB768CF9
A22201,,Costaria,costata,Canada,1965 Jul 06,R. Driskill,33D08E8D-27BF-DA4F-8C0B-B96BE738B3E4
A22202,,Costaria,costata,Canada,1965 Jul 06,R. Driskill,C7C4FD7E-F4EA-554C-BD96-AFE2B6438EA3
A35908,,Costaria,costata,Canada,1968 Aug 10,Jim W. Markham,29C8BADD-A990-3649-BA67-7D92850A54F6
A40577,,Costaria,costata,Canada,1969 Jun 05,Ken Baillie,C52F47C6-50E3-5F4C-BDBE-7E9BFC771327
A41070,,Costaria,costata,Canada,1969 Jul 11,Danny R. Pace,1F0F30CB-2ABE-EE48-A3BF-02DC77B14FFA
A21680,,Costaria,costata,United States,1965 Jun 18,Louis D. Druehl,E9FBD2EA-D241-2C4B-958F-45DC0A232009
A20780,,Costaria,costata,United States,1965 Jun 18,Louis D. Druehl,1028A2CF-AA59-CB46-98FC-492A5CE9006F
A22651,,Costaria,costata,United States,1965 Jun 20,Louis D. Druehl,87A5EC94-0E6A-B346-84B1-380FCE5A5B11
A22419,,Costaria,costata,United States,1965 Jun 20,Louis D. Druehl,B0CAD5ED-88F1-DD41-9260-5DC1B006CCBD
A21144,,Costaria,costata,United States,1965 Jun 27,R. Driskill,D1DD7668-7658-E048-B093-991549C1A016
A21131,,Costaria,costata,United States,1965 Jun 27,R. Driskill,50CFC4A2-CDB3-DB4F-95E8-8DB4465A7664
A21133,,Costaria,costata,United States,1965 Jun 27,R. Driskill,22A89F86-79BD-674B-BC76-EF23C767504B
A21134,,Costaria,costata,United States,1965 Jun 27,R. Driskill,3B8DF264-828E-6846-ADDE-570108538B41
A21132,,Costaria,costata,United States,1965 Jun 27,R. Driskill,2268A4D2-83E8-F142-A818-D3BE9FC8A231
A21130,,Costaria,costata,United States,1965 Jun 27,R. Driskill,BE2E4A70-D069-9641-800D-1C3B3E712112
A21816,,Costaria,costata,United States,1965 Jun 29,J. Green,E9E95AE4-4F0D-CE4B-A1B0-8DB404D0AB90
A23559,,Costaria,costata,United States,1965 Jun 30,Arthur C. Mathieson,224599CD-B228-F24D-B952-DBE40F43B8B7
A23558,,Costaria,costata,United States,1965 Jun 30,Arthur C. Mathieson,C6FEE423-50FE-8843-9EAC-95BEF4677CF2
A22591,,Costaria,costata,United States,1965 Jun 30,Arthur C. Mathieson,66160E67-90B2-E24F-9347-9BF25811146A
A22590,,Costaria,costata,United States,1965 Jun 30,Arthur C. Mathieson,6EB1424F-5A41-8A42-8170-0C1159E5CA43
A22801,,Costaria,costata,United States,1965 Jun 30,Louis D. Druehl,A01FED66-3144-3141-9855-35FBECB0773F
A23156,,Costaria,costata,United States,1965 Jul 01,Arthur C. Mathieson,0B49E698-1DD7-E144-BF38-B36A7B16A13A
A22260,,Costaria,costata,United States,1965 Jul 01,Louis D. Druehl,C9F111A9-6C69-3E45-82A6-1F63DAF46F25
A22093,,Costaria,costata,United States,1965 Jul 02,Louis D. Druehl,DCAA8409-7F25-A043-8BE0-AE36F28F33F6
A23568,,Costaria,costata,United States,1965 Jun 30,J. Green,C287D340-17EF-EA41-B689-F3ADC254EE74
A23640,,Costaria,costata,United States,1965 Jun 30,J. Green,A0EFB22E-70F0-C04B-BE59-E79483645420
A22103,,Costaria,costata,United States,1965 Jul 02,Arthur C. Mathieson,065AFFB1-C559-A84F-8C00-1CFE848212B0
A9659,,Costaria,costata,United States,1960 Jul 11,Tom B. Widdowson,73ED3D39-D55B-2541-9517-86EDCFDC499E
A9608,,Costaria,costata,United States,1960 Jul 11,Tom B. Widdowson,90EF55DD-879D-4C48-AB2B-2BCE5956BFF9
A9606,,Costaria,costata,United States,1960 Jul 11,Tom B. Widdowson,8A6647BA-3C3A-1F47-ADA6-6D81EFF09FF7
A9607,,Costaria,costata,United States,1960 Jul 11,Tom B. Widdowson,4A5976D9-2D7E-994C-9D41-59F4E3266720
A9710,,Costaria,costata,United States,1960 Jul 11,Tom B. Widdowson,DEC9C1FB-DEDC-F544-A1CE-B89182AF212C
A9593,,Costaria,costata,United States,1960 Jul 11,Tom B. Widdowson,763EAA2A-E9AF-8746-942D-6B42FB596369
A9658,,Costaria,costata,United States,1960 Jul 11,Tom B. Widdowson,7B634C29-31E9-8C49-8ED6-B750D4C5605A
A9646,,Costaria,costata,United States,1960 Jul 11,Tom B. Widdowson,047E4FC8-C056-644A-8CC6-2B23E219F57E
A9645,,Costaria,costata,United States,1960 Jul 11,Tom B. Widdowson,0D2020C4-F9B5-664E-9559-D8A7628D105C
A9764,,Costaria,costata,United States,1960 Jul 11,Tom B. Widdowson,19555DAF-483C-F94A-A7CE-963F7BB78E16
A9594,,Costaria,costata,United States,1960 Jul 11,Tom B. Widdowson,C5E33503-6D54-7E4B-B9B8-E7A3D78308CF
A9765,,Costaria,costata,United States,1960 Jul 11,Tom B. Widdowson,6F5E54DF-5111-EC4C-A7FE-51494F46E69D
A9759,,Costaria,costata,United States,1960 Jul 11,Tom B. Widdowson,DEA5E492-F67D-6740-8D77-61160FE809BE
A9616,,Costaria,costata,United States,1960 Jul 11,Tom B. Widdowson,38255B71-A54A-0B4D-8D4C-761DE501B97A
A9615,,Costaria,costata,United States,1960 Jul 11,Tom B. Widdowson,E553D5E1-445B-C547-BDD4-8E7E9FA93C80
A10603,,Costaria,costata,United States,1960 Jul 11,Tom B. Widdowson,ACA3F3FD-9D56-D140-BCD5-F95501ED3212
A9663,,Costaria,costata,United States,1960 Jul 12,Tom B. Widdowson,E2AF7947-65B6-FC4F-BBD0-67CEB01CF529
A8187,,Costaria,costata,United States,1960 Jul 08,Tom B. Widdowson,40C0C369-B66A-C443-86B7-72BC58190881
A8192,,Costaria,costata,United States,1960 Jul 08,Tom B. Widdowson,C962CF80-CA26-0448-85FF-72E07EBE383D
A8185,,Costaria,costata,United States,1960 Jul 08,Tom B. Widdowson,0FC01F38-7D22-6146-90AF-545EC27B50A4
A8194,,Costaria,costata,United States,1960 Jul 08,Tom B. Widdowson,019DF426-D9B4-5A42-986A-7BF3116B86BF
A8186,,Costaria,costata,United States,1960 Jul 08,Tom B. Widdowson,B191EA55-9D1D-2A4A-827A-65D3A00D2D81
A8188,,Costaria,costata,United States,1960 Jul 08,Tom B. Widdowson,A8554B37-B7A9-424D-BD7A-41D91CEDA3CC
A8410,,Costaria,costata,United States,1960 Jun 27,Tom B. Widdowson,00C1F69E-0E9D-2543-8D10-1C469AEE021C
A8177,,Costaria,costata,United States,1960 Jun 24,L. Kemp,9D8D4D3E-6F2E-A34A-A088-BB999FBFEC39
A10622,,Costaria,costata,United States,1960 Jul 13,Tom B. Widdowson,3681FEE5-AD90-5749-A729-C111B259A102
A8223,,Costaria,costata,United States,1960 Jul 13,Tom B. Widdowson,705CD4C3-C97A-EC47-A320-B76B4A78F7F9
A8222,,Costaria,costata,United States,1960 Jul 13,Tom B. Widdowson,02D24CD1-F354-7645-9DF6-6ACAE2E0EE60
A8220,,Costaria,costata,United States,1960 Jul 13,Tom B. Widdowson,9BA8204C-B689-2B44-80B0-79E8DD07B8AC
A22507,,Costaria,costata,United States,1965 Jun 11,Arthur C. Mathieson,A8AA4736-5E1C-8447-A95D-F388171BD9D8
A22508,,Costaria,costata,United States,1965 Jun 11,Arthur C. Mathieson,20899C59-641D-C543-99DB-87E4ECD95CB0
A20495,,Costaria,costata,United States,1965 Jun 11,R. Driskill,AF906919-9A77-4943-B640-142ADE386E76
A20174,,Costaria,costata,United States,1965 Jun 12,Louis D. Druehl,A9659983-A505-B343-A905-703B58B93126
A20215,,Costaria,costata,United States,1965 Jun 12,Louis D. Druehl,021615FF-A316-BF42-8912-777B251EB995
A21390,,Costaria,costata,United States,1965 Jun 12,Arthur C. Mathieson,E998A583-0E7E-8241-BB06-41C68AB85A6D
A21411,,Costaria,costata,United States,1965 Jun 12,Arthur C. Mathieson,FE7BCDDF-E386-9042-B11E-62A9E59ED431
A20216,,Costaria,costata,United States,1965 Jun 12,Arthur C. Mathieson,093768F4-80C2-7B44-A03F-4794206D5CC9
A21490,,Costaria,costata,United States,1965 Jun 13,J. Green,C7541542-C852-584D-8498-DAD1C9895458
A22633,,Costaria,costata,United States,1965 Jun 13,Arthur C. Mathieson,E40975EC-4205-CB4E-98D7-3C4B33634C33
A22354,,Costaria,costata,United States,1965 Jun 13,Arthur C. Mathieson,5CF3F7D6-F92D-8C4E-AE02-D1807E61582D
A22631,,Costaria,costata,United States,1965 Jun 13,Arthur C. Mathieson,854B2D31-D7E7-0C40-9079-48196D2BD807
A20575,,Costaria,costata,United States,1965 Jun 14,R. Driskill,2B9EF496-1852-0D4F-8B6A-CE7FA5CFB2C8
A20574,,Costaria,costata,United States,1965 Jun 14,R. Driskill,0A157C7F-261E-E441-A853-E0E9F1984782
A20228,,Costaria,costata,United States,1965 Jun 14,G. Robinson,7F28D0E0-F3ED-3149-B2D7-1AF07A98A7DD
A20595,,Costaria,costata,United States,1965 Jun 15,R. Driskill,46FCAA0A-744F-0941-9A18-D6491A96C2CA
A20596,,Costaria,costata,United States,1965 Jun 15,R. Driskill,38182361-2041-E645-860C-55490DD223FC
A20406,,Costaria,costata,United States,1965 Jun 15,R. Driskill,AE175155-966B-D34D-8B83-DD77D487C081
A20684,,Costaria,costata,United States,1965 Jun 15,Arthur C. Mathieson,9F469CBB-9836-BB4E-BA79-3C9435EC0B6A
A20393,,Costaria,costata,United States,1965 Jun 15,Arthur C. Mathieson,882F380B-020B-D941-830C-EEF0FAA30BD8
A21574,,Costaria,costata,United States,1965 Jun 17,R. Driskill,A472F484-A721-3C47-8C5E-1460047DA6D5
A21558,,Costaria,costata,United States,1965 Jun 17,R. Driskill,699B3A95-E6E1-7B46-9382-A0BD0D41A7E5
A21615,,Costaria,costata,United States,1965 Jun 17,R. Driskill,7465E5EF-EAD7-7B45-9FB5-12078CDA1BEB
A21578,,Costaria,costata,United States,1965 Jun 17,R. Driskill,C1FBB5A9-BF2C-BB4C-B596-D4A88C11B36D
A21579,,Costaria,costata,United States,1965 Jun 17,R. Driskill,F68DB238-CF91-0E4F-A2C2-CDF71AC6B0F3
A22116,,Costaria,costata,United States,1965 Jul 02,J. Green,F684FF79-E704-164B-9895-EC56DC0AD601
A22929,,Costaria,costata,United States,1965 Jul 03,Louis D. Druehl,34E2A9EC-AA6E-8F43-86B7-3AC40AF17E14
A22930,,Costaria,costata,United States,1965 Jul 03,Louis D. Druehl,E8C3973F-967B-114C-9D76-FAAE5263ED29
A25134,,Costaria,costata,United States,1966 Jun 30,Ken Baillie,A99EA9B1-9725-7D49-B852-CFFF96203926
A25135,,Costaria,costata,United States,1966 Jul 01,Gordon Robin South,FD0A800A-BFB8-CE46-80B3-D8FE40C8A344
A26122,,Costaria,costata,United States,1966 Jul 11,R. Driskill,0B2BC810-EA65-BE45-8D36-CFDF5AAF3E73
A26121,,Costaria,costata,United States,1966 Jul 12,A. Cattell,7ABF8FC5-EBEB-F547-AB44-9330C34FA77C
A27407,,Costaria,costata,United States,1966 Jul 23,Gordon Robin South,98241F42-FEEC-834A-A82A-2B51410E8EF2
A67288,,Costaria,costata,Japan,1982 May 19,Michael W. Hawkes,5FA63BDA-B86D-2748-B0C4-5F54D8BFAEDA
A36792,,Costaria,costata,Canada,1968 Aug 19,Jim W. Markham,9739B7F4-7E5F-CF4A-B53E-160938C2279D
A36789,,Costaria,costata,Canada,1968 Aug 17,Jim W. Markham,C764B595-FF07-6744-BDF7-BAD5829A6A6D
A35911,,Costaria,costata,Canada,1968 Aug 16,Jim W. Markham,9EB82787-BB4B-0A47-B6C0-96840EE21637
A36295,,Costaria,costata,Canada,1968 Aug 16,Jim W. Markham,C45C9E38-6E50-3C4A-9D64-82C64AF1E03E
A36754,,Costaria,costata,Canada,1968 Aug 15,Jim W. Markham,E5D2CF0E-675F-FB44-A9FB-80538E1817F2
A36297,,Costaria,costata,Canada,1968 Aug 14,Jim W. Markham,ACA85D74-BD4F-B249-AF6B-FB69FED9F1D2
A36296,,Costaria,costata,Canada,1968 Aug 14,Jim W. Markham,C1257F59-43A9-2544-8264-196AF343032F
A36510,,Costaria,costata,Canada,1968 Aug 11,Jim W. Markham,72A40D4D-994F-C949-8C0A-4C6F9770F123
A36509,,Costaria,costata,Canada,1968 Aug 11,Jim W. Markham,7E0A0BC3-ADEE-EB43-8616-26904E4921A0
A35683,,Costaria,costata,Canada,1968 Aug 11,Jim W. Markham,15E164A4-A8BB-3546-BDEF-FA7BCD8B65DD
A45639,,Costaria,costata,Canada,1969 Sep 06,Sylvia C. P. O'brien,237A319D-E5FE-8249-A1C5-AABDE753820C
A45640,,Costaria,costata,Canada,1969 Aug 02,Sylvia C. P. O'brien,11461457-48A4-8043-9EA8-8E2C087B27CC
A45650,,Costaria,costata,Canada,1969 Aug 02,Sylvia C. P. O'brien,329F50F3-CA39-414B-9F14-370D8EECF8E0
A45645,,Costaria,costata,Canada,1969 Jul 12,Sylvia C. P. O'brien,F9A63FC0-BC33-CF48-823C-7D10E73DD28B
A45646,,Costaria,costata,Canada,1969 Jul 12,Sylvia C. P. O'brien,FDDFE1B1-B251-D344-AF0E-25E3343C2BE3
A45644,,Costaria,costata,Canada,1969 Jul 12,Sylvia C. P. O'brien,58C74698-BB4E-604E-ADA7-CFC79AA95EAD
A45647,,Costaria,costata,Canada,1969 Jul 12,Sylvia C. P. O'brien,C1DDEFF7-E654-BB4E-AAC3-86DECBAE151B
A45641,,Costaria,costata,Canada,1969 Jul 12,Sylvia C. P. O'brien,C4E23DEE-3C17-4D4A-9A40-8F0DB6722857
A45648,,Costaria,costata,Canada,1969 Jun 15,Sylvia C. P. O'brien,E7A9C4C4-E4FF-9E41-BB33-0CC20352B482
A45643,,Costaria,costata,Canada,1969 Jun 15,Sylvia C. P. O'brien,258B950B-76AD-C847-AEA9-CE52D1CEBC43
A45654,,Costaria,costata,Canada,1968 Jul 08,Sylvia C. P. O'brien,D0503CD6-19B4-8547-87BD-FACBFFB6CE18
A45651,,Costaria,costata,Canada,1969 Jul 12,Sylvia C. P. O'brien,FB1C19DF-81B5-D941-A73C-B7031560F279
A45653,,Costaria,costata,Canada,1968 Jun 13,Sylvia C. P. O'brien,AEB3217B-9CDC-644C-A732-F1BF256ABB9C
A45652,,Costaria,costata,Canada,1969 Jul 12,Sylvia C. P. O'brien,1E01518B-4B8A-9E49-8F39-3D419BE8F7D9
A45655,,Costaria,costata,Canada,1969 Oct 18,Sylvia C. P. O'brien,09E01D53-2454-C445-A556-763CCBF48563
A45656,,Costaria,costata,Canada,1969 Oct 18,Sylvia C. P. O'brien,7CDD140E-3638-8A44-87B5-21BFF6EE5354
